YEAR,MONTH,DAY,AQI,AIRCONDI,PM2.5,PM10,SO2,CO,NO2,O3_8h,DAYS,HOLI,TEMP_H,TEMP_A,TEMP_L,DEW_H,DEW_A,DEW_L,HUMID_H,HUMID_A,HUMID_L,PRES_H,PRES_A,PRES_L,VISI_H,VISI_A,VISI_L,WIND_H,WIND_A,PRECIPI,EVENTS,EVENTS_NUM,SEASON
2010,1,20, , ,70.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,21, , ,27.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,22, , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,23, , ,21.5625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,26, , ,203.5384615, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,27, , ,110.7083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,28, , ,21.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,29, , ,25.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,30, , ,45.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,1,31, , ,38.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,1, , ,64.66666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,2, , ,65.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,3, , ,78.95833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,4, , ,56.20833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,5, , ,78.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,6, , ,76.66666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,7, , ,113.9166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,8, , ,180.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,9, , ,147.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,10, , ,12.20833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,11, , ,14.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,12, , ,26.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,13, , ,88.20833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,14, , ,90.08695652, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,15, , ,34.20833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,16, , ,96.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,17, , ,60.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,18, , ,84.20833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,19, , ,114.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,20, , ,180.8333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,21, , ,121.2916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,22, , ,91.83333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,23, , ,174.5416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,24, , ,272.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,25, , ,164.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,26, , ,69.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,27, , ,80.08333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,2,28, , ,81.20833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
2010,3,1, , ,59.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,2, , ,90.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,3, , ,157.4166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,4, , ,192.3333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,5, , ,21.79166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,6, , ,51.83333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,7, , ,87.83333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,8, , ,45.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,9, , ,19.70833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,10, , ,61.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,11, , ,176.2916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,12, , ,43.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,13, , ,60.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,14, , ,86.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,15, , ,62.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,16, , ,64.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,17, , ,40.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,18, , ,164.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,19, , ,226, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,20, , ,161.9545455, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,21, , ,70.54166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,22, , ,160.4782609, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,23, , ,53.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,24, , ,61.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,25, , ,31.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,26, , ,69.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,27, , ,69.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,28, , ,73.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,29, , ,221.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,30, , ,251.6667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,3,31, , ,109.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,1, , ,27.86363636, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,2, , ,31.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,3, , ,106.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,4, , ,124.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,5, , ,128.0416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,6, , ,21.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,7, , ,94.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,8, , ,108.2083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,9, , ,83.45833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,10, , ,34.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,11, , ,70.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,12, , ,44.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,13, , ,23.95833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,14, , ,55.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,15, , ,177.5833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,16, , ,205, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,17, , ,152.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,18, , ,240.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,19, , ,199.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,20, , ,80.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,21, , ,39, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,22, , ,39.54166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,23, , ,33.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,24, , ,88.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,25, , ,83.83333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,26, , ,13.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,27, , ,25.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,28, , ,16.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,29, , ,19.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,4,30, , ,29.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,1, , ,69.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,2, , ,76.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,3, , ,113.2916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,4, , ,139.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,5, , ,119.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,6, , ,20.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,7, , ,96.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,8, , ,132, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,9, , ,79.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,10, , ,42.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,11, , ,17.66666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,12, , ,43.79166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,13, , ,67.66666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,14, , ,142.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,15, , ,177.0833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,16, , ,107.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,17, , ,69.13636364, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,18, , ,50.08333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,19, , ,34.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,20, , ,65.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,21, , ,113.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,22, , ,148, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,23, , ,123.2083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,24, , ,42.45833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,25, , ,34.33333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,26, , ,83.70833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,27, , ,84.78947368, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,28, , ,134.4166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,29, , ,137.5833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,30, , ,41.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,5,31, , ,89.08333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2010,6,1, , ,106.45, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,2, , ,129.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,3, , ,110.8333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,4, , ,80.09091, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,9, , ,47.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,10, , ,51.79166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,11, , ,87.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,12, , ,106.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,13, , ,117.7916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,14, , ,87.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,15, , ,144.4583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,16, , ,90.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,17, , ,37, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,18, , ,68.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,19, , ,100.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,20, , ,74.59090909, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,21, , ,76.83333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,22, , ,128.7777778, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,23, , ,58.06666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,24, , ,79.33333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,25, , ,166.5833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,26, , ,169.3333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,27, , ,118.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,28, , ,156.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,29, , ,188.2083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,6,30, , ,178.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,1, , ,119.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,2, , ,27.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,3, , ,70.83333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,4, , ,92.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,5, , ,46.29166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,6, , ,24.95833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,7, , ,57.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,8, , ,46.33333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,9, , ,84.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,10, , ,82.79166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,11, , ,167.5416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,12, , ,122, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,13, , ,103.4583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,14, , ,131.2083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,15, , ,197.7916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,16, , ,195.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,17, , ,120.7083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,18, , ,153.0416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,19, , ,164.3333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,20, , ,42.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,21, , ,71.66666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,22, , ,168.5416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,23, , ,169.1666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,24, , ,97.45833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,25, , ,164.0416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,26, , ,211.5833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,27, , ,182.6666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,28, , ,177.0416667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,29, , ,201.2083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,30, , ,212.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,7,31, , ,119.7083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,1, , ,43.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,2, , ,68.33333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,3, , ,151.3333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,4, , ,113.7083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,5, , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,6, , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,7, , ,79.16666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,8, , ,100.1666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,9, , ,242.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,10, , ,141.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,11, , ,113.3043478, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,12, , ,93.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,13, , ,131.8421053, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,16, , ,75.22222222, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,17, , ,147, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,18, , ,229.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,19, , ,113.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,20, , ,113, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,21, , ,37.16666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,22, , ,23.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,23, , ,85.08333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,24, , ,127.1666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,25, , ,90.16666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,26, , ,60.16666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,27, , ,39.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,28, , ,51.33333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,29, , ,113.5833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,30, , ,110, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,8,31, , ,88.08333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
2010,9,1, , ,69.66666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,2, , ,103.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,3, , ,106.7916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,4, , ,91.79166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,5, , ,119.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,6, , ,158, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,7, , ,129.4583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,8, , ,97.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,9, , ,162.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,10, , ,99.70833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,11, , ,77.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,12, , ,124.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,13, , ,159.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,14, , ,200.4583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,15, , ,301.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,16, , ,191.9166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,17, , ,41.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,18, , ,23.625, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,19, , ,74.15789474, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,20, , ,90.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,21, , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,9,30, , ,216.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,1, , ,220.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,2, , ,28.54166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,3, , ,9.875, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,4, , ,27.70833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,5, , ,82.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,6, , ,281.2916667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,7, , ,373.9166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,8, , ,362.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,9, , ,363.25, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,10, , ,371.2083333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,11, , ,10.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,12, , ,58.45454545, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,13, , ,110.9583333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,14, , ,15.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,15, , ,43.16666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,16, , ,72.58333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,17, , ,48.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,18, , ,66.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,19, , ,73.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,20, , ,82.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,21, , ,128.375, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,22, , ,168.6666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,23, , ,220.125, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,24, , ,91.04166667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,25, , ,10.95833333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,26, , ,14.41666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,27, , ,92.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,28, , ,71.91666667, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,29, , ,52.33333333, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
2010,10,30, , ,52.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
